trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9943674609282015}",30,0,-118.57497219367656,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.9234526637284138}",20,0,-67.87093518719593,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.626444447910339}",25,3,-64.49665220892692,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.17606078322989716}",30,0,19.966601698063027,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.31742870151970165}",30,10,-2.8095070941423153,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.7332005694242856}",20,11,-5.736501048709146,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.9694593666699876}",20,0,-50.22472177998253,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9683606998774463}",30,0,-134.90485372164355,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.7301735609948197}",20,0,-89.4380631641302,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.31321446868745406}",20,4,-8.90688240833152,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.18043044929108396}",20,9,20.27099694808818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.6298997005512549}",25,14,-14.516972720344002,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.9251475365964139}",20,0,-96.19453196850138,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9938869900344416}",20,0,-73.6921923260531,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.8192882452914593}",25,0,-20.14510867868142,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.44409916442465225}",30,0,-61.977642126589465,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.0398208803931389}",25,17,14.525489166223785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.5139913848889341}",25,15,-33.400081741569714,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.8623188722876839}",35,0,-157.51750905874113,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.9995206253283515}",20,0,-161.944206859272,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.8920048697881602}",25,0,-88.55673040297816,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.5660952123664124}",30,14,-82.85543016818832,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
205,False,"{'a': 0.5, 'e': 0.10158570369662134}",30,24,14.199892566611103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.3877955281633778}",25,10,10.909183396268613,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.7822308898871159}",20,0,-64.91806189306195,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.9851488485104646}",20,0,-110.17810261492899,"{0: 10, 1: 4, 2: 2, 3: 4, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.9468680107512125}",20,0,-101.52033402571688,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.6767608607837156}",20,0,-71.59568127781584,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
211,False,"{'a': 0.5, 'e': 0.24095904923620143}",20,0,9.711580240968917,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.2538379413049674}",20,12,-38.660089554563456,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.6864865509069841}",20,6,-8.130555563638497,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.9510593107915064}",25,0,-61.220125811443495,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.9827795820412206}",25,0,-126.09866520822241,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.7738811359710619}",20,0,-96.92965731435287,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.3755095977670121}",20,9,-15.918089650080677,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1147997863254662}",20,6,-34.26575689127446,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.577002178942952}",25,5,-74.82167073902765,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.8979343145007}",20,0,-132.09669543560673,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
221,False,"{'a': 0.5, 'e': 0.999020813314648}",20,0,-170.53980081647953,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 4}",0
222,False,"{'a': 0.5, 'e': 0.855512174960245}",25,0,-103.13346851897518,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.5025443191453852}",20,10,-34.3823220831512,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.026536087157875483}",20,16,9.089297092168955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.4559691044442761}",25,10,-35.38095671044863,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.8268371568000089}",25,0,-141.86038110165717,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.9952666362171313}",25,0,-196.39863935918663,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
228,False,"{'a': 0.5, 'e': 0.9200201319508784}",20,4,-37.4420066315636,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.6195206125592099}",25,0,-56.63760253842532,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.16734084067633054}",20,0,13.334301488430249,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.3258098052199642}",25,17,3.2630997187476436,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.7391908477842096}",30,0,-213.55849078210647,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 5}",0
233,False,"{'a': 0.5, 'e': 0.9715921906288022}",20,0,-70.95502217328044,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9661138797451976}",25,0,-211.2579676778135,"{0: 12, 1: 6, 2: 2, 3: 1, 4: 4}",0
235,False,"{'a': 0.5, 'e': 0.7240971967004738}",25,0,-89.38941248562485,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.3047962661308802}",20,0,-3.555128544069163,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.1891294205289584}",20,14,0.042666035540921854,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.6367496289241701}",20,0,-20.039135075180877,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.9284713207390763}",30,0,-91.44018163083554,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9928708516677031}",20,0,-80.8775561430886,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.8141809705265618}",20,4,2.130762300253773,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.4361511922464772}",20,0,-42.9213870370318,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.04866360920015389}",25,7,19.00004339842935,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.5215638619118832}",30,0,-78.39143035537761,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.8667670910519801}",20,0,-75.42989388274395,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.9997555067434422}",25,0,-171.68673326622937,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.8879689066918555}",25,0,-98.50896287395209,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.5587765492838215}",20,0,-82.38476433748686,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.09277620459766088}",25,3,33.037850262575404,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.39593899065726024}",25,0,3.0917372163806425,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.7877145121442345}",20,0,-88.82152943816891,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9866300485542645}",30,0,-185.50597036624927,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.9439841391523142}",25,0,-85.97778526182366,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.6702179898880674}",20,0,-75.44459185890965,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.23235910202965793}",25,8,22.293611401836152,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.2623893978125999}",20,0,0.9545411181153527,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.6928958219201651}",20,0,-82.6050981980577,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.953757183235068}",25,0,-155.71446545859288,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
259,False,"{'a': 0.5, 'e': 0.9811055226493881}",25,0,-154.82334298220164,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.7682450128678183}",20,7,-3.476308765763639,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.3672913304546965}",20,0,-4.391132151817938,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.12358807938670624}",30,16,27.517967719400367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.5842088171092893}",25,5,-114.70427241122151,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
264,False,"{'a': 0.5, 'e': 0.9017948614087224}",20,9,-1.6081633048827835,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.9985900724399912}",20,0,-138.02770722857943,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
266,False,"{'a': 0.5, 'e': 0.8508956066916382}",30,10,6.136846312266604,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.4948722204034305}",20,16,9.33835838345663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.01768685528840119}",20,10,16.008877669674845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.4638288688518717}",25,1,-44.713589108868455,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.8317831092998796}",25,0,-55.64871147356475,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.9960878351411849}",20,0,-164.39985591537726,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
272,False,"{'a': 0.5, 'e': 0.916515519162193}",20,0,-109.87635478546586,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.6125482394960996}",20,0,-91.65268115837091,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.15860778743465642}",30,11,8.034602475256753,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.33416538263076073}",20,12,2.7429005334947685,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.7451232126030157}",20,0,-162.7119061658995,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
277,False,"{'a': 0.5, 'e': 0.9736488930495181}",25,0,-91.95612810763711,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.9637913672852274}",20,0,-160.03377086368198,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.717964101410472}",20,9,-47.44021202601635,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.2963541836370153}",20,8,6.101719512181116,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.19781357400426822}",25,19,13.294692086722726,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.6435496697397284}",25,0,2.443976046782071,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.9317223617435201}",20,0,-55.02225045999528,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.9917769246391254}",25,0,-155.5010147882461,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.8090099069535975}",25,3,-29.139446942961218,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.428169048838935}",20,2,-12.231294302388845,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.05750252534912421}",30,20,19.394343358641965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.529095475861036}",20,12,-28.735161314641626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.8711474010323434}",20,0,-63.151551973115964,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.9999120601031718}",25,0,-94.81316768458353,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.8838633737085002}",20,0,-147.0207727654693,"{0: 8, 1: 1, 2: 9, 3: 1, 4: 1}",0
292,False,"{'a': 0.5, 'e': 0.5514141076171752}",25,9,-11.19802860101923,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.08395943674184847}",20,14,13.110900895433854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.40405143243560715}",20,0,13.173628223106958,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.7931364191664784}",20,0,-16.487701585099988,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.988033948885742}",25,0,-91.0752246126103,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.9410263090291437}",20,11,6.417266559103464,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.6636226092823331}",20,0,-10.006359542688926,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.22374095013558368}",25,0,20.431914570252292,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.2709202968427898}",25,11,-33.98261243282498,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.6992508064783751}",30,2,-135.34591091667352,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 2}",1
302,False,"{'a': 0.5, 'e': 0.9563803314636136}",25,7,-151.6422648836561,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 3}",1
303,False,"{'a': 0.5, 'e': 0.9793545963764285}",20,0,-113.05570319222413,"{0: 7, 1: 7, 2: 3, 3: 3, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.7625486999106625}",20,0,-64.16503988192042,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.35904428689111606}",30,17,-20.811653183955517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.13236668966664739}",20,16,7.814895169728743,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.5913696841443247}",20,13,14.682837231265342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.9055847552047066}",20,0,-89.60550711089851,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.9980810948185003}",25,0,-184.53803802144586,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 3}",0
310,False,"{'a': 0.5, 'e': 0.8462123731256282}",20,3,-112.00683865087211,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 1}",1
311,False,"{'a': 0.5, 'e': 0.48716134980334147}",20,6,-31.51138831343915,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.008836237703148543}",20,11,14.528182311582597,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.47165229356133864}",25,10,0.2397730730672225,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.836663893913208}",25,0,-133.8123914196416,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.9968309933617175}",25,0,-78.51585229859607,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.9129390999389944}",20,7,-1.9498004186968507,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.6055278749869898}",20,0,-42.1684270302507,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.1498623077152374}",30,16,28.600556745478908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.34249477911590703}",30,19,-2.356079692680392,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.7509971990964674}",20,4,-20.961694128564528,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.9756293127952373}",20,0,-128.03234719906015,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.9613933444599089}",30,0,-115.06446283750279,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.7117747556357236}",25,0,-77.23843899161552,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.2878888826194756}",20,10,9.763598888556452,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.20648222933781113}",20,15,3.710011631178711,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.6502992902336991}",25,8,-129.482087220795,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 2}",1
327,False,"{'a': 0.5, 'e': 0.9349004048997503}",20,0,-136.99280990597538,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.9906052946548402}",25,0,-70.27546048275867,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.803775459710974}",25,0,-175.86950605624588,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
330,False,"{'a': 0.5, 'e': 0.4201533595806971}",25,5,4.647038447550122,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.06633693633562374}",20,5,25.048515708158288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.5365856366554476}",20,12,-32.191567474553835,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.875459459043705}",20,0,-109.71736497267749,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
334,False,"{'a': 0.5, 'e': 0.9999902731420214}",25,0,-71.49525263907698,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.8796885924951523}",20,0,-32.22674224950702,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.5440084641932424}",25,1,-53.55379035854373,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.07513609089835323}",25,12,7.841947873509082,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.41213221791123295}",20,3,-48.001911511848554,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.7984961861625556}",20,0,-109.60500105361646,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
340,False,"{'a': 0.5, 'e': 0.989360439513222}",20,0,-156.58525953502138,"{0: 9, 1: 5, 2: 2, 3: 2, 4: 2}",0
341,False,"{'a': 0.5, 'e': 0.9379947521194415}",20,0,-94.21869695011787,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.6569752356961871}",20,0,-102.55449262787123,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.21510526876214117}",20,3,14.653209216175405,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.2794299700233931}",20,14,10.17685129454051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.7055510066862999}",25,5,-128.76158009895417,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",1
346,False,"{'a': 0.5, 'e': 0.9589285499607959}",20,0,-85.33732964240477,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.9775269404025313}",20,0,-103.24875615792556,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
348,False,"{'a': 0.5, 'e': 0.7567926433898263}",25,1,-13.638473377566783,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.3507691132091307}",20,10,-47.71068997428281,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.14113492938566014}",20,13,2.3807316777334,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.5984842190140996}",25,15,-40.01726606063969,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.9093036989610448}",25,0,-209.84564220442277,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
353,False,"{'a': 0.5, 'e': 0.9974939203271522}",35,0,-84.5446175580519,"{0: 21, 1: 6, 2: 8, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.8414628411805024}",20,5,-104.71873862116698,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 2}",1
355,False,"{'a': 0.5, 'e': 0.47941231147032193}",25,0,-40.86108053953209,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
356,False,"{'a': 0.5, 'e': 1.50721766814562e-05}",30,22,13.757057461224932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,5,31.43863280307827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,15,7.788933792436949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,18,19.3700290272679,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,15,19.19107569291799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,18,22.037134224356507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,20,10.992945961814076,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,14,11.647031542446845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,9,21.062395983004254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,17.72751743624969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,15.038992145898563,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,17,23.360113996216306,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,18,12.122076440535587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
